rating,place,aircraft ,aircraft 1,traveller_type ,traveller_type  1,seat_type,route ,route 1,date_flown,seat_comfort,cabin_staff_service,food_beverages,ground_service,value_for_money,entertainment
1,Singapore,Unknown,,Solo Leisure,Solo Leisure,Economy Class,Singapore to Newcastle via London,Singapore to Newcastle via London,01-05-2017,1,3,1,1,1,1
1,Germany,Unknown,,Business,Business,Economy Class,Bergen to London Heathrow,Bergen to London Heathrow,01-07-2017,2,2,1,2,1,2
10,United Kingdom,Boeing 777-300,Boeing 777-300,Family Leisure,Family Leisure,Economy Class,Newcastle to Boston via London,Newcastle to Boston via London,01-07-2017,5,5,5,4,4,5
1,United Kingdom,A321,A321,Family Leisure,Family Leisure,Economy Class,London Heathrow to Sofia,London Heathrow to Sofia,01-07-2017,2,1,1,1,1,-1
2,United Kingdom,A320,A320,Solo Leisure,Solo Leisure,Economy Class,London to Frankfurt,London to Frankfurt,01-08-2016,3,1,1,2,2,-1
7,United Kingdom,A321,A321,Couple Leisure,Couple Leisure,Economy Class,London Heathrow to Bologna,London Heathrow to Bologna,01-07-2017,3,4,3,4,5,-1
1,United Kingdom,Boeing 747,Boeing 747,Couple Leisure,Couple Leisure,Economy Class,London Heathrow to New York JFK,London Heathrow to New York JFK,01-07-2017,2,1,1,2,1,3
1,United Kingdom,Unknown,,Business,Business,Economy Class,London Heathrow to Berlin,London Heathrow to Berlin,01-07-2017,1,1,1,1,1,-1
5,United States,A321 / Boeing 777,A321 / Boeing 777,Couple Leisure,Couple Leisure,Business Class,Barcelona to Boston via London,Barcelona to Boston via London,01-07-2017,2,5,4,3,1,-1
5,United Kingdom,A321,A321,Solo Leisure,Solo Leisure,Economy Class,London to Madrid,London to Madrid,01-07-2017,2,3,1,3,4,1
3,United Kingdom,A319,A319,Business,Business,Economy Class,London to Brussels ,London to Brussels ,01-07-2017,2,2,-1,2,2,-1
1,United Kingdom,Boeing 747 400,Boeing 747 400,Business,Business,Business Class,London Heathrow to Accra,London Heathrow to Accra,01-07-2017,1,3,1,1,1,1
3,United Kingdom,Unknown,,Business,Business,Economy Class,Krakow to London,Krakow to London,01-05-2017,3,1,1,2,2,-1
7,United Kingdom,Boeing 777-200,Boeing 777-200,Family Leisure,Family Leisure,Economy Class,Gatwick to Bridgetown,Gatwick to Bridgetown,01-07-2017,4,4,4,4,4,4
4,United States,Boeing 777,Boeing 777,Business,Business,Business Class,Dubai to London,Dubai to London,01-07-2017,4,2,2,1,2,1
1,United Kingdom,A321,A321,Couple Leisure,Couple Leisure,Economy Class,London to Sofia,London to Sofia,01-06-2017,1,1,1,3,1,-1
5,United Kingdom,Boeing 777-200,Boeing 777-200,Family Leisure,Family Leisure,Business Class,Mauritius to Gatwick,Mauritius to Gatwick,01-07-2017,3,3,3,3,3,3
1,United Kingdom,Boeing 747,Boeing 747,Business,Business,Business Class,New York JFK to London Heathrow,New York JFK to London Heathrow,01-07-2017,1,1,1,2,1,1
5,United States,A320,A320,Business,Business,Economy Class,Athens to London Heathrow,Athens to London Heathrow,01-07-2017,3,2,1,3,3,1
1,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,Venice to Gatwick,Venice to Gatwick,01-07-2017,3,1,-1,1,1,-1
3,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,New York JFK to Manchester via Heathrow,New York JFK to Manchester via Heathrow,01-02-2017,1,2,2,1,2,3
9,United States,Boeing 747-400,Boeing 747-400,Solo Leisure,Solo Leisure,Economy Class,London to Boston,London to Boston,01-04-2017,4,5,5,4,5,4
2,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Business Class,Naples to Gatwick,Naples to Gatwick,01-07-2017,4,3,4,3,2,-1
1,United Kingdom,Boeing 777,Boeing 777,Business,Business,Business Class,Toronto to London Heathrow,Toronto to London Heathrow,01-06-2017,1,4,1,3,1,2
3,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,London to Montreal,London to Montreal,01-06-2017,2,2,1,3,2,1
8,United Kingdom,A320,A320,Couple Leisure,Couple Leisure,Business Class,Newcastle to Geneva via London,Newcastle to Geneva via London,01-07-2017,4,5,4,3,4,-1
8,Iceland,A320,A320,Couple Leisure,Couple Leisure,Economy Class,London to Keflavik,London to Keflavik,01-06-2017,4,5,5,5,4,-1
